id,desc,memo,ship_skin_id,draw_able_name,parameter,mode,start_value,range,parts_data,ignore_react,react_condition,ignore_action,range_abs,drag_direct,react_pos_x,react_pos_y,offset_circle,offset_x,offset_y,smooth,revert_smooth,revert,save_parameter,revert_action_index,revert_idle_index,gyro,gyro_x,gyro_y,gyro_z,limit_time,listener_data,action_trigger,action_trigger_active,shop_action,relation_parameter
30516150,,jinjiang_2,305161,TouchDrag2,ChangeColor,1,0,"{-1,1}",,1,,1,0,0,,,,0,100,100,100,-1,,,,0,0,0,0,1,,,,,
30516151,,jinjiang_2,305161,TouchDrag34,empty,1,0,"{0,1}",,1,,1,1,0,,,,0,0,100,100,-1,,,,0,0,0,0,1,,"{type = 2 ,action = 'touch_drag41'}","{enable = {},ignore = {},idle = 0}",,
30320101,,qianjian_2,303201,TouchIdle1,empty,1,0,"{0,1}",,1,{idle_on={0}},1,1,0,,,,0,0,100,100,-1,,,,0,0,0,0,1,,"{type = 2 ,action = 'touch_idle1'}","{enable = {},ignore = {'idle','main_1','main_2','main_3','main_4','mission','mission_complete','complete','login','home','mail','touch_body','touch_head'},idle = 2}",,
30320102,,qianjian_2,303201,TouchIdle2,empty,1,0,"{0,1}",,1,,1,1,0,,,,0,0,100,100,-1,,,,0,0,0,0,1,,"{type = 2 ,action = 'touch_idle2'}","{enable = {},ignore = {'idle','main_1','main_2','main_3','main_4','mission','mission_complete','complete','login','home','mail','touch_body','touch_head'},idle = 3}",,
30320103,,qianjian_2,303201,TouchIdle3,empty,1,0,"{0,1}",,1,,1,1,0,,,,0,0,100,100,-1,,,,0,0,0,0,1,,"{type = 2 ,action = 'touch_idle3'}","{enable = {},ignore = {'idle','main_1','main_2','main_3','main_4','mission','mission_complete','complete','login','home','mail','touch_body','touch_head'},idle = 2}",,
30320104,,qianjian_2,303201,TouchIdle4,empty,1,0,"{0,1}",,1,,1,1,0,,,,0,0,100,100,-1,,,,0,0,0,0,1,,"{type = 2 ,action = 'touch_idle4'}","{enable = {},ignore = {},idle = 0}",,
30320105,,qianjian_2,303201,TouchDrag3,empty,1,0,"{0,1}",,1,,1,1,0,,,,0,0,100,100,-1,,,,0,0,0,0,1,,"{type = 2 ,action = 'touch_drag3'}",,,
30320106,,qianjian_2,303201,TouchIdle5,empty,1,0,"{0,1}",,1,,1,1,0,,,,0,0,100,100,-1,,,,0,0,0,0,1,,"{type = 2 ,action = 'touch_idle5'}","{enable = {},ignore = {'idle','main_1','main_2','main_3','main_4','mission','mission_complete','complete','login','home','mail','touch_body','touch_head'},idle = 4}",,
30320107,,qianjian_2,303201,TouchIdle6,empty,1,0,"{0,1}",,1,,1,1,0,,,,0,0,100,100,-1,,,,0,0,0,0,1,,"{type = 2 ,action = 'touch_idle6'}","{enable = {},ignore = {},idle = 0}",,
30320108,,qianjian_2,303201,TouchDrag1,Water1,2,0,"{0,1}",,1,,1,1,0,,,,0,0,1400,100,-1,,,,0,0,0,0,1,"{type=1,change={{2,{'touch_drag5'},0}}}","{type = 2 ,action = 'touch_drag1',target=1}",,,
30320109,,qianjian_2,303201,TouchDrag5,Water2,2,0,"{0,1}",,1,,1,1,0,,,,0,0,1400,100,-1,,,,0,0,0,0,1,"{type=1,change={{2,{'touch_drag5'},0}}}","{type = 2 ,action = 'touch_drag4',target=1}",,,
30320110,,qianjian_2,303201,TouchDrag2,Water3,2,0,"{0,1}",,1,,1,1,0,,,,0,0,1400,100,-1,,,,0,0,0,0,1,"{type=1,change={{2,{'touch_drag5'},0}}}","{type = 2 ,action = 'touch_drag2',target=1}",,,
30320111,,qianjian_2,303201,TouchDrag4,Water4,2,0,"{0,1}",,1,,1,1,0,,,,0,0,1400,100,-1,,,,0,0,0,0,1,"{type=1,change={{2,{'touch_drag5'},0}}}","{type = 2 ,action = 'touch_drag5',target=1}",,,
30320112,,qianjian_2,303201,TouchIdle7,empty,1,0,"{0,1}",,1,,1,1,0,,,,0,0,100,100,-1,,,,0,0,0,0,1,,"{type = 2 ,action = 'touch_idle7'}","{enable = {},ignore = {'idle','main_1','main_2','main_3','main_4','mission','mission_complete','complete','login','home','mail','touch_body','touch_head'},idle = 5}",,
30320113,,qianjian_2,303201,TouchIdle8,empty,1,0,"{0,1}",,1,,1,1,0,,,,0,0,100,100,-1,,,,0,0,0,0,1,,"{type = 2 ,action = 'touch_idle8'}","{enable = {},ignore = {'idle','main_1','main_2','main_3','main_4','mission','mission_complete','complete','login','home','mail','touch_body','touch_head'},idle = 6}",,
30320114,,qianjian_2,303201,TouchIdle9,empty,1,0,"{0,1}",,1,,1,1,0,,,,0,0,100,100,-1,,,,0,0,0,0,1,,"{type = 2 ,action = 'touch_idle9'}","{enable = {},ignore = {'idle','main_1','main_2','main_3','main_4','mission','mission_complete','complete','login','home','mail','touch_body','touch_head'},idle = 7}",,
30320115,,qianjian_2,303201,TouchDrag6,empty,1,0,"{0,1}",,1,,1,1,0,,,,0,0,100,100,-1,,,,0,0,0,0,1,,"{type = 2 ,action = 'touch_drag6'}","{enable = {},ignore = {},idle = 0}",,
30320116,,qianjian_2,303201,TouchIdle15,empty,1,0,"{0,1}",,1,,1,1,0,,,,0,0,100,100,-1,,,,0,0,0,0,1,,"{type = 2 ,action = 'touch_idle16'}","{enable = {},ignore = {'idle','main_1','main_2','main_3','main_4','mission','mission_complete','complete','login','home','mail','touch_body','touch_head'},idle = 12}",,
30320117,,qianjian_2,303201,TouchDrag10,empty,1,0,"{0,1}",,1,,1,1,0,,,,0,0,100,100,-1,,,,0,0,0,0,0.1,,"{type = 2 ,action = 'touch_drag9',focus = 1,down=1}",,,
30320118,,qianjian_2,303201,TouchIdle16,empty,1,0,"{0,1}",,1,,1,1,0,,,,0,0,100,100,-1,,,,0,0,0,0,1,,"{type = 2 ,action = 'touch_idle15'}","{enable = {},ignore = {},idle = 0}",,
30320119,,qianjian_2,303201,TouchIdle17,empty,1,0,"{0,1}",,1,,1,1,0,,,,0,0,100,100,-1,,,,0,0,0,0,1,,"{type = 2 ,action = 'touch_idle17'}","{enable = {},ignore = {'idle','main_1','main_2','main_3','main_4','mission','mission_complete','complete','login','home','mail','touch_body','touch_head'},idle = 13}",,
30320120,,qianjian_2,303201,TouchIdle18,empty,1,0,"{0,1}",,1,,1,1,0,,,,0,0,100,100,-1,,,,0,0,0,0,1,,"{type = 2 ,action = 'touch_idle18'}","{enable = {},ignore = {'idle','main_1','main_2','main_3','main_4','mission','mission_complete','complete','login','home','mail','touch_body','touch_head'},idle = 14}",,
30320121,,qianjian_2,303201,TouchIdle19,empty,1,0,"{0,1}",,1,,1,1,0,,,,0,0,100,100,-1,,,,0,0,0,0,1,,"{type = 2 ,action = 'touch_idle19'}","{enable = {},ignore = {'idle','main_1','main_2','main_3','main_4','mission','mission_complete','complete','login','home','mail','touch_body','touch_head'},idle = 15}",,
30320122,,qianjian_2,303201,TouchIdle20,empty,1,0,"{0,1}",,1,,1,1,0,,,,0,0,100,100,-1,,,,0,0,0,0,1,,"{type = 2 ,action = 'touch_idle20'}","{enable = {},ignore = {},idle = 0}",,
30320123,,qianjian_2,303201,,ParamAngleX,2,0,"{-20,20}",,0,,0,0,0,10,,,0,0,400,,-1,,,,0,0,0,0,,,,,1,
30320124,,qianjian_2,303201,,ParamAngleY,2,0,"{-10,10}",,0,,0,0,0,,2,,0,0,400,,-1,,,,0,0,0,0,,,,,1,
30320125,,qianjian_2,303201,,ParamBodyAngleX,2,0,"{-10,10}",,0,,0,0,0,1,,,0,0,100,,-1,,,,0,0,0,0,,,,,1,
11802201,,guandao_3,118022,TouchIdle1,Paramtouch_idle1,1,0,"{0,1}",,1,{idle_on={0}},1,1,0,,,,0,0,100,100,-1,,,,0,0,0,0,1,,"{type = 2 ,action = 'idle',target = 0}","{enable =  {},ignore = {'idle','main_1','main_2','main_3','main_4','mission','mission_complete','complete','login','home','mail','touch_body','touch_head'},idle = 1,idle_focus = 1}",,
11802202,,guandao_3,118022,TouchIdle2,Paramtouch_idle2,1,0,"{0,1}",,1,,1,1,0,,,,0,0,100,100,-1,,,,0,0,0,0,1,,"{type = 2 ,action = 'idle',target = 0}","{enable =  {},ignore = {'idle','main_1','main_2','main_3','main_4','mission','mission_complete','complete','login','home','mail','touch_body','touch_head'},idle = 2,idle_focus = 1}",,
11802203,,guandao_3,118022,TouchIdle3,Paramtouch_idle3,1,0,"{0,1}",,1,,1,1,0,,,,0,0,100,100,-1,,,,0,0,0,0,1,,"{type = 2 ,action = 'idle',target = 0}","{enable =  {},ignore = {'idle','main_1','main_2','main_3','main_4','mission','mission_complete','complete','login','home','mail','touch_body','touch_head'},idle = 3,idle_focus = 1}",,
11802204,,guandao_3,118022,TouchIdle18,Paramtouch_idle18,1,0,"{0,1}",,1,,1,1,0,,,,0,0,100,100,-1,,,,0,0,0,0,1,,"{type = 2 ,action = 'idle',target = 0}","{enable =  {},ignore = {},idle = 0,idle_focus = 1}",,
11802205,,guandao_3,118022,TouchIdle4,Paramtouch_idle4,1,0,"{0,1}",,1,,1,1,0,,,,0,0,100,100,-1,,,,0,0,0,0,1,,"{type = 2 ,action = 'touch_idle4'}","{enable = {},ignore = {'idle','main_1','main_2','main_3','main_4','mission','mission_complete','complete','login','home','mail','touch_body','touch_head'},idle = 4}",,
11802206,,guandao_3,118022,TouchIdle5,Paramtouch_idle5,1,0,"{0,1}",,1,,1,1,0,,,,0,0,100,100,-1,,,,0,0,0,0,1,,"{type = 2 ,action = 'touch_idle5'}","{enable = {},ignore = {'idle','main_1','main_2','main_3','main_4','mission','mission_complete','complete','login','home','mail','touch_body','touch_head'},idle = 5}",,
11802207,,guandao_3,118022,TouchIdle6,Paramtouch_idle6,1,0,"{0,1}",,1,,1,1,0,,,,0,0,100,100,-1,,,,0,0,0,0,1,,"{type = 2 ,action = 'idle',target = 0}","{enable =  {},ignore = {'idle','main_1','main_2','main_3','main_4','mission','mission_complete','complete','login','home','mail','touch_body','touch_head'},idle = 6,idle_focus = 1}",,
11802208,,guandao_3,118022,TouchDrag7,Paramtouch_idle7,1,0,"{0,1}",,1,,1,1,0,,,,0,0,100,100,-1,,,,0,0,0,0,1,,"{type = 2 ,action = 'idle',target = 0}","{enable =  {},ignore = {'idle','main_1','main_2','main_3','main_4','mission','mission_complete','complete','login','home','mail','touch_body','touch_head'},idle = 7,idle_focus = 1}",,
11802209,,guandao_3,118022,TouchIdle19,Paramtouch_idle19,1,0,"{0,1}",,1,,1,1,0,,,,0,0,100,100,-1,,,,0,0,0,0,1,,"{type = 2 ,action = 'touch_idle19'}","{enable = {},ignore = {'idle','main_1','main_2','main_3','main_4','mission','mission_complete','complete','login','home','mail','touch_body','touch_head'},idle = 4}",,
11802210,,guandao_3,118022,TouchIdle20,Paramtouch_idle20,1,0,"{0,1}",,1,,1,1,0,,,,0,0,100,100,-1,,,,0,0,0,0,1,,"{type = 2 ,action = 'idle',target = 0}","{enable =  {},ignore = {'idle','main_1','main_2','main_3','main_4','mission','mission_complete','complete','login','home','mail','touch_body','touch_head'},idle = 5,idle_focus = 1}",,
11802211,,guandao_3,118022,TouchIdle8,Paramtouch_idle8,1,0,"{0,1}",,1,,1,1,0,,,,0,0,100,100,-1,,,,0,0,0,0,1,,"{type = 2 ,action = 'touch_idle8'}","{enable =  {},ignore = {'idle','main_1','main_2','main_3','main_4','mission','mission_complete','complete','login','home','mail','touch_body','touch_head'},idle = 8}",,
11802212,,guandao_3,118022,TouchIdle9,Paramtouch_idle9,1,0,"{0,1}",,1,,1,1,0,,,,0,0,100,100,-1,,,,0,0,0,0,1,,"{type = 2 ,action = 'idle',target = 0}","{enable =  {},ignore = {'idle','main_1','main_2','main_3','main_4','mission','mission_complete','complete','login','home','mail','touch_body','touch_head'},idle = 9,idle_focus = 1}",,
11802213,,guandao_3,118022,TouchIdle21,Paramtouch_idle21,1,0,"{0,1}",,1,,1,1,0,,,,0,0,100,100,-1,,,,0,0,0,0,1,,"{type = 2 ,action = 'idle',target = 0}","{enable =  {},ignore = {'idle','main_1','main_2','main_3','main_4','mission','mission_complete','complete','login','home','mail','touch_body','touch_head'},idle = 8,idle_focus = 1}",,
11802214,,guandao_3,118022,TouchIdle10,Paramtouch_idle10,1,0,"{0,1}",,1,,1,1,0,,,,0,0,100,100,-1,,,,0,0,0,0,1,,"{type = 2 ,action = 'touch_idle10'}","{enable =  {},ignore = {'idle','main_1','main_2','main_3','main_4','mission','mission_complete','complete','login','home','mail','touch_body','touch_head'},idle = 10}",,
11802215,,guandao_3,118022,TouchIdle11,Paramtouch_idle11,1,0,"{0,1}",,1,,1,1,0,,,,0,0,100,100,-1,,,,0,0,0,0,1,,"{type = 2 ,action = 'touch_idle11'}","{enable =  {},ignore = {'idle','main_1','main_2','main_3','main_4','mission','mission_complete','complete','login','home','mail','touch_body','touch_head'},idle = 11}",,
11802216,,guandao_3,118022,TouchIdle12,Paramtouch_idle12,1,0,"{0,1}",,1,,1,1,0,,,,0,0,100,100,-1,,,,0,0,0,0,1,,"{type = 2 ,action = 'touch_idle12'}","{enable =  {},ignore = {'idle','main_1','main_2','main_3','main_4','mission','mission_complete','complete','login','home','mail','touch_body','touch_head'},idle = 12}",,
11802217,,guandao_3,118022,TouchIdle13,Paramtouch_idle13,1,0,"{0,1}",,1,,1,1,0,,,,0,0,100,100,-1,,,,0,0,0,0,1,,"{type = 2 ,action = 'touch_idle13'}","{enable =  {},ignore = {'idle','main_1','main_2','main_3','main_4','mission','mission_complete','complete','login','home','mail','touch_body','touch_head'},idle = 13}",,
11802218,,guandao_3,118022,TouchIdle14,Paramtouch_idle14,1,0,"{0,1}",,1,,1,1,0,,,,0,0,100,100,-1,,,,0,0,0,0,1,,"{type = 2 ,action = 'touch_idle14'}","{enable =  {},ignore = {'idle','main_1','main_2','main_3','main_4','mission','mission_complete','complete','login','home','mail','touch_body','touch_head'},idle = 14}",,
11802219,,guandao_3,118022,TouchIdle15,Paramtouch_idle15,1,0,"{0,1}",,1,,1,1,0,,,,0,0,100,100,-1,,,,0,0,0,0,1,,"{type = 2 ,action = 'touch_idle15'}","{enable =  {},ignore = {'idle','main_1','main_2','main_3','main_4','mission','mission_complete','complete','login','home','mail','touch_body','touch_head'},idle = 15}",,
11802220,,guandao_3,118022,TouchIdle16,Paramtouch_idle16,1,0,"{0,1}",,1,,1,1,0,,,,0,0,100,100,-1,,,,0,0,0,0,1,,"{type = 2 ,action = 'touch_idle16'}","{enable =  {},ignore = {'idle','main_1','main_2','main_3','main_4','mission','mission_complete','complete','login','home','mail','touch_body','touch_head'},idle = 16}",,
11802221,,guandao_3,118022,TouchIdle17,Paramtouch_idle17,1,0,"{0,1}",,1,,1,1,0,,,,0,0,100,100,-1,,,,0,0,0,0,1,,"{type = 2 ,action = 'touch_idle17'}","{enable =  {},ignore = {'idle','main_1','main_2','main_3','main_4','mission','mission_complete','complete','login','home','mail','touch_body','touch_head'},idle = 4}",,
11802222,,guandao_3,118022,TouchIdle22,Paramtouch_idle22,1,0,"{0,1}",,1,,1,1,0,,,,0,0,100,100,-1,,,,0,0,0,0,1,,"{type = 2 ,action = 'touch_idle22'}","{enable =  {},ignore = {'idle','main_1','main_2','main_3','main_4','mission','mission_complete','complete','login','home','mail','touch_body','touch_head'},idle = 4}",,
11802223,,guandao_3,118022,TouchIdle23,Paramtouch_idle23,1,0,"{0,1}",,1,,1,1,0,,,,0,0,100,100,-1,,,,0,0,0,0,1,,"{type = 2 ,action = 'touch_idle23'}","{enable = {},ignore = {},idle = 0}",,
11802224,,guandao_3,118022,TouchDrag1,touch_drag1,1,0,"{0,10}",,1,,1,1,0,,,,0,0,100,100,-1,,,,0,0,0,0,1,"{type=1,change={{2,{'touch_idle10'},0}}}","{type = 6,action_list={{action=''},{action=''},{action=''},{action=''},{action=''},{action=''},{action=''},{action=''}}}",,0,"{list={{name='touch_drag1',type=103,mode=1,relation_value={0,2.5,5,7,10,7,5,2.5},range = {0,10},range_abs = 0 ,drag_direct = 0}}} "
30319201,,yunxian_3,303192,TouchDrag2,touch_drag2,1,0,"{0,1}",,1,{idle_on={0}},1,1,0,,,,0,0,100,100,-1,,,,0,0,0,0,1,,"{type = 2 ,action = 'touch_drag2'}",,,
30319202,,yunxian_3,303192,TouchIdle3,touch_idle3,1,0,"{0,1}",,1,,1,1,0,,,,0,0,100,100,-1,,,,0,0,0,0,1,,"{type = 2 ,action = 'touch_idle3'}","{enable =  {},ignore = {'idle','main_1','main_2','main_3','main_4','mission','mission_complete','complete','login','home','mail','touch_body','touch_head'},idle = 3}",,
30319203,,yunxian_3,303192,TouchIdle4,touch_idle4,1,0,"{0,1}",,1,,1,1,0,,,,0,0,100,100,-1,,,,0,0,0,0,1,,"{type = 2 ,action = 'touch_idle4'}","{enable =  {},ignore = {'idle','main_1','main_2','main_3','main_4','mission','mission_complete','complete','login','home','mail','touch_body','touch_head'},idle = 4}",,
30319204,,yunxian_3,303192,TouchIdle5,touch_idle5,1,0,"{0,1}",,1,,1,1,0,,,,0,0,100,100,-1,,,,0,0,0,0,1,,"{type = 2 ,action = 'touch_idle5'}","{enable = {},ignore = {},idle = 0}",,
30319205,,yunxian_3,303192,TouchIdle6,touch_idle6,1,0,"{0,1}",,1,,1,1,0,,,,0,0,100,100,-1,,,,0,0,0,0,1,,"{type = 2 ,action = 'touch_idle6'}","{enable =  {},ignore = {'idle','main_1','main_2','main_3','main_4','mission','mission_complete','complete','login','home','mail','touch_body','touch_head'},idle = 6}",,
30319206,,yunxian_3,303192,TouchIdle7,touch_idle7,1,0,"{0,1}",,1,,1,1,0,,,,0,0,100,100,-1,,,,0,0,0,0,1,,"{type = 2 ,action = 'touch_idle7'}","{enable = {},ignore = {},idle = 0}",,
30319207,,yunxian_3,303192,TouchIdle8,touch_idle8,1,0,"{0,1}",,1,,1,1,0,,,,0,0,100,100,-1,,,,0,0,0,0,1,,"{type = 2 ,action = 'touch_idle8'}","{enable =  {},ignore = {'idle','main_1','main_2','main_3','main_4','mission','mission_complete','complete','login','home','mail','touch_body','touch_head'},idle = 8}",,
30319208,,yunxian_3,303192,TouchIdle9,touch_idle9,1,0,"{0,1}",,1,,1,1,0,,,,0,0,100,100,-1,,,,0,0,0,0,1,,"{type = 2 ,action = 'touch_idle9'}","{enable =  {},ignore = {'idle','main_1','main_2','main_3','main_4','mission','mission_complete','complete','login','home','mail','touch_body','touch_head'},idle = 9}",,
30319209,,yunxian_3,303192,TouchIdle10,touch_idle10,1,0,"{0,1}",,1,,1,1,0,,,,0,0,100,100,-1,,,,0,0,0,0,1,,"{type = 2 ,action = 'idle',target = 0}","{enable =  {},ignore = {'idle','main_1','main_2','main_3','main_4','mission','mission_complete','complete','login','home','mail','touch_body','touch_head'},idle = 10,idle_focus = 1}",,
30319210,,yunxian_3,303192,TouchIdle11,touch_idle11,1,0,"{0,1}",,1,,1,1,0,,,,0,0,100,100,-1,,,,0,0,0,0,1,,"{type = 2 ,action = 'touch_idle11'}","{enable = {},ignore = {},idle = 0}",,
30319211,,yunxian_3,303192,TouchIdle12,touch_idle12,1,0,"{0,1}",,1,,1,1,0,,,,0,0,100,100,-1,,,,0,0,0,0,1,,"{type = 2 ,action = 'touch_idle12'}","{enable =  {},ignore = {'idle','main_1','main_2','main_3','main_4','mission','mission_complete','complete','login','home','mail','touch_body','touch_head'},idle = 8}",,
30319212,,yunxian_3,303192,TouchIdle13,touch_idle13,1,0,"{0,1}",,1,,1,1,0,,,,0,0,100,100,-1,,,,0,0,0,0,1,,"{type = 2 ,action = 'idle',target = 0}","{enable =  {},ignore = {'idle','main_1','main_2','main_3','main_4','mission','mission_complete','complete','login','home','mail','touch_body','touch_head'},idle = 9}",,
30319213,,yunxian_3,303192,TouchDrag3,touch_drag3,1,0,"{0,1}",,1,,1,1,0,,,,0,0,25,25,-1,,,,0,0,0,0,0.5,,"{type = 2,target = 1,circle = true}",,,
30319214,,yunxian_3,303192,TouchDrag4,touch_drag4,1,0,"{0,1}",,1,,1,1,0,,,,0,0,25,25,-1,,,,0,0,0,0,0.5,,"{type = 2,target = 1,circle = true}",,,
30319215,,yunxian_3,303192,TouchDrag5,touch_drag5,1,0,"{0,1}",,1,,1,1,0,,,,0,0,100,100,-1,,,,0,0,0,0,1,,"{type = 6,action_list={{action=''},{action=''},{action=''},{action=''}}}",,0,"{list={{name='touch_drag5',type=103,mode=1,relation_value={0,1,2,1},range = {0,2},range_abs = 0 ,drag_direct = 0}}} "
30319216,,yunxian_3,303192,TouchDrag8,touch_drag8,1,0,"{0,1}",,1,,1,1,1,,,,-100,0,100,100,-1,,,,0,0,0,0,1,,,,,
30319217,,yunxian_3,303192,TouchDrag9,touch_drag9,1,0,"{0,1}",,1,,1,1,1,,,,0,-100,100,100,-1,,,,0,0,0,0,1,,,,,
30319218,,yunxian_3,303192,TouchDrag1,touch_drag1,1,0,"{0,1}",,1,,1,1,0,,,,0,0,100,100,0,,,,0,0,0,0,1,,"{type = 2,target = 1,circle = true}",,,
30319219,,yunxian_3,303192,,,1,0,"{0,1}",,1,,1,1,0,,,,0,0,100,100,0,,,,0,0,0,0,1,,,,,
30319220,,yunxian_3,303192,,,1,0,"{0,1}",,1,,1,1,0,,,,0,0,100,100,-1,,,,0,0,0,0,1,,,,,
80503201,,aersasi_3,805032,TouchIdle1,empty,1,0,"{0,1}",,1,{idle_on={0}},1,1,0,,,,0,0,100,100,-1,,,,0,0,0,0,1,,"{type=2,action='touch_idle1'}","{enable={},ignore={'idle','main_1','main_2','main_3','main_4','mission','mission_complete','complete','login','home','mail','touch_body','touch_head'},idle=1}",,
80503202,,aersasi_3,805032,TouchIdle2,empty,1,0,"{0,1}",,1,,1,1,0,,,,0,0,100,100,-1,,,,0,0,0,0,1,,"{type=2,action='touch_idle2'}","{enable={},ignore={'idle','main_1','main_2','main_3','main_4','mission','mission_complete','complete','login','home','mail','touch_body','touch_head'},idle=2}",,
80503203,,aersasi_3,805032,TouchIdle3,empty,1,0,"{0,1}",,1,,1,1,0,,,,0,0,100,100,-1,,,,0,0,0,0,1,,"{type=2,action='touch_idle3'}","{enable={},ignore={'idle','main_1','main_2','main_3','main_4','mission','mission_complete','complete','login','home','mail','touch_body','touch_head'},idle=3}",,
80503204,,aersasi_3,805032,TouchIdle4,empty,1,0,"{0,1}",,1,,1,1,0,,,,0,0,100,100,-1,,,,0,0,0,0,1,,"{type=2,action='touch_idle4'}","{enable={},ignore={'idle','main_1','main_2','main_3','main_4','mission','mission_complete','complete','login','home','mail','touch_body','touch_head'},idle=4}",,
80503205,,aersasi_3,805032,TouchIdle5,empty,1,0,"{0,1}",,1,,1,1,0,,,,0,0,100,100,-1,,,,0,0,0,0,1,,"{type=2,action='touch_idle5'}","{enable={},ignore={'idle','main_1','main_2','main_3','main_4','mission','mission_complete','complete','login','home','mail','touch_body','touch_head'},idle=5}",,
80503206,,aersasi_3,805032,TouchIdle6,empty,1,0,"{0,1}",,1,,1,1,0,,,,0,0,100,100,-1,,,,0,0,0,0,1,,"{type=2,action='touch_idle6'}","{enable={},ignore={'idle','main_1','main_2','main_3','main_4','mission','mission_complete','complete','login','home','mail','touch_body','touch_head'},idle=6}",,
80503207,,aersasi_3,805032,TouchIdle7,empty,1,0,"{0,1}",,1,,1,1,0,,,,0,0,100,100,-1,,,,0,0,0,0,1,,"{type=2,action='touch_idle7'}","{enable={},ignore={'idle','main_1','main_2','main_3','main_4','mission','mission_complete','complete','login','home','mail','touch_body','touch_head'},idle=7}",,
80503208,,aersasi_3,805032,TouchIdle8,empty,1,0,"{0,1}",,1,,1,1,0,,,,0,0,100,100,-1,,,,0,0,0,0,1,,"{type=2,action='touch_idle8'}","{enable={},ignore={'idle','main_1','main_2','main_3','main_4','mission','mission_complete','complete','login','home','mail','touch_body','touch_head'},idle=8}",,
80503209,,aersasi_3,805032,TouchIdle9,empty,1,0,"{0,1}",,1,,1,1,0,,,,0,0,100,100,-1,,,,0,0,0,0,1,,"{type=2,action='touch_idle9'}","{enable={},ignore={'idle','main_1','main_2','main_3','main_4','mission','mission_complete','complete','login','home','mail','touch_body','touch_head'},idle=9}",,
80503210,,aersasi_3,805032,TouchIdle10,empty,1,0,"{0,1}",,1,,1,1,0,,,,0,0,100,100,-1,,,,0,0,0,0,1,,"{type=2,action='touch_idle10'}","{enable={},ignore={'idle','main_1','main_2','main_3','main_4','mission','mission_complete','complete','login','home','mail','touch_body','touch_head'},idle=10}",,
80503211,,aersasi_3,805032,TouchIdle11,empty,1,0,"{0,1}",,1,,1,1,0,,,,0,0,100,100,-1,,,,0,0,0,0,1,,"{type=2,action='touch_idle11'}","{enable={},ignore={'idle','main_1','main_2','main_3','main_4','mission','mission_complete','complete','login','home','mail','touch_body','touch_head'},idle=11}",,
80503212,,aersasi_3,805032,TouchIdle12,empty,1,0,"{0,1}",,1,,1,1,0,,,,0,0,100,100,-1,,,,0,0,0,0,1,,"{type=2,action='touch_idle12'}","{enable={},ignore={'idle','main_1','main_2','main_3','main_4','mission','mission_complete','complete','login','home','mail','touch_body','touch_head'},idle=12}",,
80503213,,aersasi_3,805032,TouchIdle13,empty,1,0,"{0,1}",,1,,1,1,0,,,,0,0,100,100,-1,,,,0,0,0,0,1,,"{type=2,action='touch_idle13'}","{enable={},ignore={'idle','main_1','main_2','main_3','main_4','mission','mission_complete','complete','login','home','mail','touch_body','touch_head'},idle=13}",,
